A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433100;r=4A:703571624-703971624;t=TraesCS4A02G433100.1	UDP-glucuronsyl/UDP-glucosyltransferase	.	.	.	4A:703707163-703709118
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Summary?db=core;g=ENSRNA050018638;r=4A:703571624-703971624;t=ENSRNA050018638-T1	no information	it is a snoRNA, small nucleolar RNA Z155	.	.	4A:703795222-703795301
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433200;r=4A:703571624-703971624;t=TraesCS4A02G433200.1	AP2/ERF, DNA-binding, dehydration-responsive element-binding protein 1A-I	transcription factor?	.	.	4A:703931982-703933123
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433300;r=4A:703971624-704371624;t=TraesCS4A02G433300.1	AP2/ERF, DNA-binding, dehydration-responsive element-binding protein 1A-I	transcription factor?	.	.	4A:704153360-704154010
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433400;r=4A:703971624-704371624;t=TraesCS4A02G433400.1	UBX, ubiquitin-like	.	.	.	4A:704196707-704197159
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433500;r=4A:703971624-704371624;t=TraesCS4A02G433500.1	UBX, ubiquitin-like	.	.	.	4A:704223478-704223930
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433600;r=4A:703971624-704371624;t=TraesCS4A02G433600.1	UBX, ubiquitin-like	.	.	.	4A:704250171-704250623
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433700;r=4A:704371624-704771624;t=TraesCS4A02G433700.1	no information	.	.	.	4A:704478248-704479974
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433800;r=4A:704371624-704771624;t=TraesCS4A02G433800.1	adaptor protein Cbl, MCAfunc, serine/threonine-protein kinase	.	.	.	4A:704526573-704530717
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G433900;r=4A:704371624-704771624;t=TraesCS4A02G433900.1	glutathione S-transferase	.	.	.	4A:704644542-704648219
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434000;r=4A:704771624-705171624;t=TraesCS4A02G434000.1	manganese/iron superoxide dismutase	.	.	.	4A:704795444-704797884
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434100;r=4A:704771624-705171624;t=TraesCS4A02G434100.1	protein CYCLOPS	involved in arbuscular mycorrhizal association?	.	.	4A:704802363-704805974
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434200;r=4A:704771624-705171624;t=TraesCS4A02G434200.1	no information	.	.	.	4A:704806860-704807984
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434400;r=4A:704771624-705171624;t=TraesCS4A02G434400.1	no information	.	.	.	4A:705056020-705056494
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434300;r=4A:704771624-705171624;t=TraesCS4A02G434300.1	tubby	.	.	.	4A:705054168-705055215
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G434500;r=4A:704771624-705171624;t=TraesCS4A02G434500.1	tubby	.	.	.	4A:705169482-705170548
