A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065370;r=1H:428200000-428600000;t=HORVU.MOREX.r3.1HG0065370.1	protein WVD2-like 7	.	.	.	1H:428486999-428492657
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065340;r=1H:428200000-428600000;t=HORVU.MOREX.r3.1HG0065340.1	plus3-like, SWIB/MDM2, zinc finger	transcription factor?	.	.	1H:428378719-428383633
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065320;r=1H:428200000-428600000;t=HORVU.MOREX.r3.1HG0065320.1	protein of unknown function DUF538	.	.	.	1H:428360130-428360775
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065310;r=1H:428200000-428600000;t=HORVU.MOREX.r3.1HG0065310.1	3'-5' exonuclease, ribonuclease H	seems to be involved in DNA base mismatch repair	.	.	1H:428277945-428279184
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065300;r=1H:428200000-428600000;t=HORVU.MOREX.r3.1HG0065300.1	no information	.	.	.	1H:428250372-428251076
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065550;r=1H:429400000-429800000;t=HORVU.MOREX.r3.1HG0065550.1	root UVB sensitive	seems to be UV detector, affects photoprotection, auxin transport and growth	.	.	1H:429663605-429667752
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065580;r=1H:429400000-429800000;t=HORVU.MOREX.r3.1HG0065580.1	no information	.	.	.	1H:429730920-429731231
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065570;r=1H:429400000-429800000;t=HORVU.MOREX.r3.1HG0065570.1	no information	.	.	.	1H:429729924-429730874
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065590;r=1H:429400000-429800000;t=HORVU.MOREX.r3.1HG0065590.1	alfin, zinc finger, PHD-type	binds to histones marked for transcription	.	.	1H:429767270-429774422
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065600;r=1H:429800000-430200000;t=HORVU.MOREX.r3.1HG0065600.1	alpha/beta hydrolase fold	.	.	.	1H:429873624-429875522
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065610;r=1H:429800000-430200000;t=HORVU.MOREX.r3.1HG0065610.1	NAC	localisation of shoot apical meristem?, transcription regulator?	.	.	1H:430009082-430011055
SNP	barley 1H 428612145	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.1HG0065620;r=1H:429800000-430200000;t=HORVU.MOREX.r3.1HG0065620.1	no information	.	.	.	1H:430033460-430033705
