A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440790;r=5H:82769881-83169881;t=HORVU.MOREX.r3.5HG0440790.1	no information	.	.	.	5H:83150335-83150709
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440610;r=5H:81569881-81969881;t=HORVU.MOREX.r3.5HG0440610.1	no information	.	.	.	5H:81792707-81793741
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440620;r=5H:81569881-81969881;t=HORVU.MOREX.r3.5HG0440620.1	heterogenous nuclear ribonucleoprotein Q acidic, nucleotide-binding, RNA recognition, RNA-binding	interesting, but would be very speculative for this	.	.	5H:81803441-81815800
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440560;r=5H:81169881-81569881;t=HORVU.MOREX.r3.5HG0440560.1	C2, formin, FH2, protein-tyrosine phosphatase, tensin phosphatase	.	.	.	5H:81491607-81504350
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440540;r=5H:81169881-81569881;t=HORVU.MOREX.r3.5HG0440540.1	no information	.	.	.	5H:81426777-81429705
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440530;r=5H:81169881-81569881;t=HORVU.MOREX.r3.5HG0440530.1	F-box, leucine-rich repeat	.	.	.	5H:81315435-81321419
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440840;r=5H:83569881-83969881;t=HORVU.MOREX.r3.5HG0440840.1	enolase, TIM barrel	seems to be a housekeeping gene, involved in glucose metabolism?	.	.	5H:83912497-83913216 
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440490;r=5H:80769881-81169881;t=HORVU.MOREX.r3.5HG0440490.1	protein ENHANCED DISEASE RESISTANCE 2	gives disease resistance against powdery mildew,	but loci is associated with NFNB and it is a direct effect, not a neighbour effect	.	5H:81083491-81085960
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440460;r=5H:80769881-81169881;t=HORVU.MOREX.r3.5HG0440460.1	no information	.	.	.	5H:80938104-80938418
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440850;r=5H:83969881-84369881;t=HORVU.MOREX.r3.5HG0440850.1	calcineurin-like phosphoesterase ApaH, iron/zinc purple acid phosphatase-like, metallophosphatase	what is this?	.	.	5H:84083487-84087436
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440860;r=5H:83969881-84369881;t=HORVU.MOREX.r3.5HG0440860.1	no information	may be involved in asymetric cell division	.	.	5H:84089843-84093410
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440870;r=5H:83969881-84369881;t=HORVU.MOREX.r3.5HG0440870.2	exonuclease, RNAse T/DNA polymerase ribonuclease H	.	.	.	5H:84308862-84313568
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440870;r=5H:83969881-84369881;t=HORVU.MOREX.r3.5HG0440870.1	exonuclease, RNAse T/DNA polymerase ribonuclease H	.	.	.	5H:84308862-84313568
SNP	barley 5H 82569881	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.5HG0440900;r=5H:83969881-84369881;t=HORVU.MOREX.r3.5HG0440900.1	FAR1 DNA binding, MULE transposase, zinc finger	might be from a transposon?	transcription regulation?	.	5H:84322020-84324523
