A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232850;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232850.2	AATF leucine zipper-containing, apoptosis-antagonizing transcription factor, AATF/Bfr2	.	.	.	3H:30151854-30156163
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232850;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232850.1	AATF leucine zipper-containing, apoptosis-antagonizing transcription factor, AATF/Bfr2	.	.	.	3H:30151852-30156163
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232840;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232840.1	3-hydroxyacyl-CoA dehydrogenase, 6-phosphogluconate dehydrogenase-like, CIpP/crotonase-like, enoyl-CoA hydratase/isomerase	involved in fatty acid metabolism?	.	.	3H:30145695-30151206
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232810;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232810.1	eukaryotic translation initiaton factor 2D, Pre-PUA, SUI1	.	.	.	3H:30093777-30101705
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232790;r=3H:29817692-30017692;t=HORVU.MOREX.r3.3HG0232790.1	no information	.	.	.	3H:29994861-29995639
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232780;r=3H:29817692-30017692;t=HORVU.MOREX.r3.3HG0232780.1	R3H, SUZ	nucleic acid binding	.	.	3H:29874432-29877252
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232770;r=3H:29817692-30017692;t=HORVU.MOREX.r3.3HG0232770.1	no information	found in membrane?	.	.	3H:29859568-29864160
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232760;r=3H:29817692-30017692;t=HORVU.MOREX.r3.3HG0232760.1	cupredoxin, multicopper oxidase, type 1	.	.	.	3H:29851557-29854581
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232720;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232720.1	no information	.	.	.	3H:29613416-29614271
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232710;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232710.1	no information	.	.	.	3H:29590918-29591772
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232650;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232650.1	no information	.	.	.	3H:29517464-29517956
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232640;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232640.1	no information	.	.	.	3H:29503322-29503961
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232630;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232630.1	no information	.	.	.	3H:29501929-29502540
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232620;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232620.1	no information	.	.	.	3H:29472513-29472917
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232610;r=3H:29417692-29617692;t=HORVU.MOREX.r3.3HG0232610.1	zinc finger-XS	gene silencing by RNA?	may bind nucleic acid	.	3H:29469403-29471317
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232550;r=3H:29017692-29217692;t=HORVU.MOREX.r3.3HG0232550.1	Gnk2-homologous	antifungal?, involved in salt stress response?	.	.	3H:29213059-29213793
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232500;r=3H:29017692-29217692;t=HORVU.MOREX.r3.3HG0232500.1	harbinger transposase-derived nuclease	involved in DNA modification/repair?	.	.	3H:29196356-29196775
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232440;r=3H:29017692-29217692;t=HORVU.MOREX.r3.3HG0232440.1	concanavalin A-like lectin/glucanase, legume lectin, serine/threonine protein kinase	may be involved in defense response to bacterium and oomycetes	.	.	3H:29095782-29097749
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232410;r=3H:28817692-29017692;t=HORVU.MOREX.r3.3HG0232410.1	domain of unknown function DUF1664	.	.	.	3H:28897759-28902070
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232400;r=3H:28817692-29017692;t=HORVU.MOREX.r3.3HG0232400.1	pyroxidal phosphate-dependent decarboxylase/transferase	involved in disease response?	.	.	3H:28870450-28874947
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232370;r=3H:28817692-29017692;t=HORVU.MOREX.r3.3HG0232370.1	autonomous transposable element EN-1 mosaic protein	part of a transposon?	.	.	3H:28835645-28836731
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232360;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232360.1	At4g14100-like	.	.	.	3H:28814575-28815362
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232310;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232310.1	DYW, E motif, pentatricopeptide repeat	RNA binding, protein binding, RNA modification?	.	.	3H:28803320-28805764
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232300;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232300.1	no information	.	.	.	3H:28771605-28772392
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232280;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232280.1	E motif, pentatricopeptide repeat	RNA binding, protein binding, RNA modification?	.	.	3H:28705450-28708149
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232220;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232220.1	peptidase M48	metalloendopepitdase	.	.	3H:28689091-28691124
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232210;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232210.1	enolase-phosphatase E1, HAD-like	.	.	.	3H:28687022-28688825
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232200;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232200.1	snurportin-1	snRNA import into nucleus	.	.	3H:28684188-28686891
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232190;r=3H:28617692-28817692;t=HORVU.MOREX.r3.3HG0232190.1	beta-glucanase/XTH, concavalin A-like lectin/glucanase, glycoside hydrolase, xyloglucan endotransglycosylase/endotransglucosylase/hydrolase	loosening cell wall for growth?	.	.	3H:28678206-28679418
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232180;r=3H:28417692-28617692;t=HORVU.MOREX.r3.3HG0232180.1	filamin/ABP280 repeat, immunoglobulin E, RNA recognition motif, CCCH-type zinc finger	RNA binding, protein binding	.	.	3H:28515702-28520789
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232160;r=3H:28417692-28617692;t=HORVU.MOREX.r3.3HG0232160.1	chaperone J, DnaJ	associated with heat shock response	.	.	3H:28510353-28512444
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232140;r=3H:28417692-28617692;t=HORVU.MOREX.r3.3HG0232140.1	ankyrin repeat, PGG	protein binding	.	.	3H:28455885-28461280
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232120;r=3H:28417692-28617692;t=HORVU.MOREX.r3.3HG0232120.1	apoptotic protease-activating factors, disease resistance protein, leucine-rich repeat, NB-ARC, P-loop, Rx	defense response	.	.	3H:28429178-28431928
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232110;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232110.1	zinc finger, C3HC4 RING-type	.	.	.	3H:28414961-28415536
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232100;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232100.1	reverse transcriptase zinc-binding	.	.	.	3H:28397638-28398690
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232070;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232070.1	no information	.	.	.	3H:28377317-28381582
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232050;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232050.1	protein of unknown function DUF3339	found in membrane?	.	.	3H:28373294-28373985
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232030;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232030.1	alkaline-phosphatase-like, phosphoesterase	.	.	.	3H:28367740-28369602
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232020;r=3H:28217692-28417692;t=HORVU.MOREX.r3.3HG0232020.1	chloramphenicol acetyltransferase-like, O-acyltransferase WSD1-like	.	.	.	3H:28228054-28232026
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231970;r=3H:28017692-28217692;t=HORVU.MOREX.r3.3HG0231970.1	no information	.	.	.	3H:28018605-28021278
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231940;r=3H:27817692-28017692;t=HORVU.MOREX.r3.3HG0231940.1	p-loop, shikimate kinase/gluconokinase	.	.	.	3H:27959164-27961632
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231930;r=3H:27817692-28017692;t=HORVU.MOREX.r3.3HG0231930.1	no information	.	.	.	3H:27925004-27927565
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231920;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231920.1	PC-esterase, trichome birefringence-linke	.	.	.	3H:27798062-27799819
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231900;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231900.1	translocon associated protein beta	.	.	.	3H:27776769-27778623
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231890;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231890.1	p-loop, helicase, SNF2	.	.	.	3H:27704026-27709416
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231880;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231880.1	p-loop, disease resistance protein, apoptotic protease-activating factors, leucine-rich repeat	involved in defense response	.	.	3H:27700772-27702514
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231870;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231870.1	p-loop, NB-ARC, Rx, virus resistance protein-like	.	.	.	3H:27694214-27694960
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231860;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231860.1	p-loop, NB-ARC, disease resistance protein, apoptotic protease-activating factors, leucine-rich repeat	involved in defense response	.	.	3H:27618162-27619913
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231850;r=3H:27617692-27817692;t=HORVU.MOREX.r3.3HG0231850.1	p-loop, NB-ARC, Rx, virus resistance protein-like	.	.	.	3H:27614964-27618123
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231840;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231840.1	p-loop, NB-ARC, Rx, disease resistance protein, apoptotic protease-activating factors, leucine-rich repeat, virus X resistance protein-like	involved in defense response	.	.	3H:27536031-27541284
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231810;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231810.1	serine/threonine-specific phosphate/bis(5-nucleosyl)-tetraphosphatase, calcineurin-like, phosphoesterase, ApaH type, serine-threonine protein phosphatase, metallo-dependent phosphatase-like	.	.	.	3H:27498329-27499339
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231790;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231790.2	Snf7	involved in vacuolar transport	.	.	3H:27495301-27496711
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231790;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231790.1	Snf7	involved in vacuolar transport	.	.	3H:27495301-27496215
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231800;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231800.1	light regulated Lir1	.	.	.	3H:27496750-27497916
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231780;r=3H:27417692-27617692;t=HORVU.MOREX.r3.3HG0231780.1	Snf7	involved in vacuolar transport	.	.	3H:27448800-27451534
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231750;r=3H:27217692-27417692;t=HORVU.MOREX.r3.3HG0231750.1	F-box, leucine-rich repeat	.	.	.	3H:27321615-27324526
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231730;r=3H:27217692-27417692;t=HORVU.MOREX.r3.3HG0231730.1	serine/threonine-protein kinase, leucine-rich repeat	.	.	.	3H:27236780-27240327
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231720;r=3H:27217692-27417692;t=HORVU.MOREX.r3.3HG0231720.1	MFS transporter, PTR2 family proton/ogliopeptide symporter	membrane transporter	.	.	3H:27234312-27236464
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231690;r=3H:27217692-27417692;t=HORVU.MOREX.r3.3HG0231690.1	aminotransferase-like, plant mobile domain	.	.	.	3H:27228242-27228814
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231660;r=3H:27017692-27217692;t=HORVU.MOREX.r3.3HG0231660.1	aquaporin-like, major intrinsic protein	membrane transporter	.	.	3H:27122473-27127929
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231650;r=3H:27017692-27217692;t=HORVU.MOREX.r3.3HG0231650.1	NADP-dependent oxidoreductase	.	.	.	3H:27118699-27121502
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231630;r=3H:26817692-27017692;t=HORVU.MOREX.r3.3HG0231630.1	DDT, WHIM1, zinc-finger domain of monoamine-oxidase A repressor R1, CDCA7/CDA7L	regulation of DNA-templated transcription?	.	.	3H:26983596-26986876
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231610;r=3H:26817692-27017692;t=HORVU.MOREX.r3.3HG0231610.1	PB1, zinc finger, PMZ-type, SWIM-type, MULE transposase, PB1, MuDR	.	.	.	3H:26822253-26830100
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231600;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231600.1	multi antimicrobial extrusion protein, multidrug and toxic compound extrusion	xenobiotic detoxification by transmembrane export across the membrane	.	.	3H:26789843-26791923
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231550;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231550.1	EXPERA, emopamil-binding protein	.	.	.	3H:26737812-26740042
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231540;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231540.1	zinc finger, C2H2-type, DNA/RNA-binding protein Kin17, WH-like, SH3-like, ribosomal protein L2, domain 2, KOW	.	.	.	3H:26736589-26737830
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231520;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231520.1	F-box, phloem protein 2-like	.	.	.	3H:26730236-26733073
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231510;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231510.1	ubiquitin	.	.	.	3H:26706833-26717612
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231510;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231510.3	ubiquitin	.	.	.	3H:26706833-26717612
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231510;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231510.2	ubiquitin	.	.	.	3H:26706833-26717612
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231500;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231500.1	armadillo-type fold, integrator complex subunit 7	involved in snRNA processing	.	.	3H:26682695-26687325
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231480;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231480.1	c-type lectin-like/link, serine-threonine/tyrosine-protein kinase	.	.	.	3H:26674485-26677988
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231460;r=3H:26617692-26817692;t=HORVU.MOREX.r3.3HG0231460.1	BRO1 domain-containing protein BROX	.	.	.	3H:26656287-26659694
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231440;r=3H:26417692-26617692;t=HORVU.MOREX.r3.3HG0231440.1	ubiquitin, Nedd8-like	.	.	.	3H:26525257-26525721
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231430;r=3H:26417692-26617692;t=HORVU.MOREX.r3.3HG0231430.1	tetratricopeptide repeat, zinc finger, RING/FYVE/PHD-type	positive regulation of catalase activity?	.	.	3H:26469462-26474217
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231420;r=3H:26417692-26617692;t=HORVU.MOREX.r3.3HG0231420.1	NAC	regulation of DNA-templated transcription?	involved in meristem regulation?	.	3H:26434691-26436226
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231410;r=3H:26417692-26617692;t=HORVU.MOREX.r3.3HG0231410.1	ricin B-like lectin EULS3-like	.	.	.	3H:26420194-26422801
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231390;r=3H:26217692-26417692;t=HORVU.MOREX.r3.3HG0231390.1	no information	.	.	.	3H:26353517-26353962
