A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G490000;r=3B:736391182-736591182;t=TraesCS3B02G490000.1	concanavalin A-like lectin/glucanase, legume lectin, protein kinase	may be involved in defense response to bacterium and oomycetes	paper: interesting, but active part is not shared with this transcript	https://europepmc.org/article/MED/16441240	3B:736420304-736431741
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G490100;r=3B:736391182-736591182;t=TraesCS3B02G490100.1	no information	.	.	.	3B:736466074-736468623
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G490200;r=3B:736391182-736591182;t=TraesCS3B02G490200.1	no information	.	.	.	3B:736486066-736486746
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G488300;r=3B:733991182-734391182;t=TraesCS3B02G488300.1	no information	.	.	.	3B:734226100-734226363
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G488100;r=3B:733991182-734391182;t=TraesCS3B02G488100.1	chloramphenicol acetyltransferase-like	involved in phytoalexin production?	found this gene around barley 6H 348970827 too	.	3B:734143804-734145396
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487900;r=3B:733591182-733991182;t=TraesCS3B02G487900.1	AAA ATPase, p-loop	involved in ribosome assembly, positive regulation of telomerase activity?	.	.	3B:733879487-733884400
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487800;r=3B:733591182-733991182;t=TraesCS3B02G487800.1	histone-fold, protein Dr1 homolog, transcription factor CBF/NF-Y/archaeal histone	.	.	.	3B:733818973-733823767
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487700;r=3B:733591182-733991182;t=TraesCS3B02G487700.1	potassium transporter	.	.	.	3B:733748647-733751514
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487600;r=3B:733591182-733991182;t=TraesCS3B02G487600.1	no information	.	.	.	3B:733628544-733629815
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487500;r=3B:733591182-733991182;t=TraesCS3B02G487500.1	no information	.	.	.	3B:733600614-733602080
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487400;r=3B:733191182-733591182;t=TraesCS3B02G487400.2	no information	.	.	.	3B:733573978-733575286
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487400;r=3B:733191182-733591182;t=TraesCS3B02G487400.1	no information	.	.	.	3B:733574002-733575286
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487300;r=3B:733191182-733591182;t=TraesCS3B02G487300.1	leucine-rich repeat	.	.	.	3B:733443986-733448498
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487200;r=3B:733191182-733591182;t=TraesCS3B02G487200.1	LURP-one-related	may be involved in defense response	.	.	3B:733356440-733357284
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487100;r=3B:733191182-733591182;t=TraesCS3B02G487100.1	LURP-one-related	may be involved in defense response	.	.	3B:733349775-733350455
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G487000;r=3B:733191182-733591182;t=TraesCS3B02G487000.1	LURP-one-related	may be involved in defense response	.	.	3B:733270845-733271683
SNP	wheat 3B 735391182	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS3B02G486900;r=3B:733191182-733591182;t=TraesCS3B02G486900.1	LURP-one-related	may be involved in defense response	.	.	3B:733256872-733257710
