A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G435800;r=4A:705646279-706046279;t=TraesCS4A02G435800.1	F-box	.	.	.	4A:705694240-705695436
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436000;r=4A:705646279-706046279;t=TraesCS4A02G436000.1	serpin	.	.	.	4A:705763255-705764593
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436100;r=4A:705646279-706046279;t=TraesCS4A02G436100.1	alpha/beta hydrolase fold	.	.	.	4A:705889425-705891023
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436200;r=4A:705646279-706046279;t=TraesCS4A02G436200.1	chalcone/stilbene synthase, polyketide synthase type III, thiolase-like	involved in producing defence molecules, maybe also volatiles	interesting	.	4A:705952455-705954139
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436300;r=4A:705646279-706046279;t=TraesCS4A02G436300.1	alpha/beta hydrolase fold	.	.	.	4A:705958578-705960100
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436400;r=4A:706046279-706446279;t=TraesCS4A02G436400.1	chalcone/stilbene synthase, polyketide synthase type III, thiolase-like	involved in producing defence molecules, maybe also volatiles	interesting	.	4A:706088597-706089784
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436500;r=4A:706046279-706446279;t=TraesCS4A02G436500.1	alpha/beta hydrolase fold	.	.	.	4A:706094938-706096128
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436600;r=4A:706446279-706846279;t=TraesCS4A02G436600.1	AAA+ ATPase, Clp ATPase, ClpA/B, p-loop	.	.	.	4A:706496690-706499735
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436700;r=4A:706446279-706846279;t=TraesCS4A02G436700.1	EF-hand 1	.	.	.	4A:706537515-706538039
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436760;r=4A:706446279-706846279;t=TraesCS4A02G436760.1	disease resistance protein, leucine-rich repeat, p-loop	DNA-binding, involved in defense response?	.	.	4A:706566049-706570786
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436800;r=4A:706446279-706846279;t=TraesCS4A02G436800.1	disease resistance protein, leucine-rich repeat, NB-ARC, p-loop	DNA-binding, involved in defense response?	.	.	4A:706593360-706597692
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G436900;r=4A:706446279-706846279;t=TraesCS4A02G436900.1	AAA+ ATPase, Clp ATPase, ClpA/B, p-loop	.	.	.	4A:706706722-706709237
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G437000;r=4A:706446279-706846279;t=TraesCS4A02G437000.1	AAA+ ATPase, Clp ATPase, ClpA/B, p-loop	.	.	.	4A:706836464-706838783
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G437100;r=4A:706846279-707246279;t=TraesCS4A02G437100.1	MORF/ORRM1/DAG-like, peptidase S8 propeptide/proteinase inhibitor I9	RNA editing for organelles?	.	.	4A:707036615-707039709
SNP	wheat 4A 701653464	gene/transcript	http://plants.ensembl.org/Triticum_aestivum/Transcript/Domains?db=core;g=TraesCS4A02G437200;r=4A:706846279-707246279;t=TraesCS4A02G437200.1	PH-like, pleckstrin homology, protein ENHANCED DISEASE RESISTANCE 2, START	.	.	.	4A:707040097-707048030
